Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 8,388,608
  lm_head                 : 2,097,152
  transformer_matrices    : 4,194,560
  scalars                 : 16
  total                   : 16,777,488
Estimated FLOPs per token: 6.920755e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010738 | lrm: 1.00 | dt: 9824ms | tok/sec: 53,369 | mfu: 5.3% | epoch: 1 | remaining: 300s    
step 00169 (48.8%) | loss: 3.648740 | lrm: 1.00 | dt: 927ms | tok/sec: 565,493 | mfu: 55.9% | epoch: 1 | remaining: 153s    
step 00170 (49.1%) | loss: 3.641384 | lrm: 1.00 | dt: 927ms | tok/sec: 565,556 | mfu: 55.9% | epoch: 1 | remaining: 152s    
step 00171 (49.4%) | loss: 3.646227 | lrm: 1.00 | dt: 927ms | tok/sec: 565,649 | mfu: 55.9% | epoch: 1 | remaining: 151s    
step 00172 (49.7%) | loss: 3.647484 | lrm: 1.00 | dt: 927ms | tok/sec: 565,773 | mfu: 55.9% | epoch: 1 | remaining: 150s    
step 00173 (50.0%) | loss: 3.637890 | lrm: 1.00 | dt: 927ms | tok/sec: 565,593 | mfu: 55.9% | epoch: 1 | remaining: 149s    
step 00174 (50.3%) | loss: 3.646225 | lrm: 0.99 | dt: 927ms | tok/sec: 565,711 | mfu: 55.9% | epoch: 1 | remaining: 148s    
step 00175 (50.6%) | loss: 3.638581 | lrm: 0.99 | dt: 927ms | tok/sec: 565,388 | mfu: 55.9% | epoch: 1 | remaining: 147s    
step 00176 (50.9%) | loss: 3.635865 | lrm: 0.98 | dt: 927ms | tok/sec: 565,721 | mfu: 55.9% | epoch: 1 | remaining: 146s    
step 00177 (51.2%) | loss: 3.643640 | lrm: 0.98 | dt: 927ms | tok/sec: 565,481 | mfu: 55.9% | epoch: 1 | remaining: 145s    
step 00178 (51.6%) | loss: 3.645763 | lrm: 0.97 | dt: 927ms | tok/sec: 565,416 | mfu: 55.9% | epoch: 1 | remaining: 144s    
step 00179 (51.9%) | loss: 3.640429 | lrm: 0.96 | dt: 927ms | tok/sec: 565,487 | mfu: 55.9% | epoch: 1 | remaining: 143s    
step 00180 (52.2%) | loss: 3.631906 | lrm: 0.96 | dt: 927ms | tok/sec: 565,556 | mfu: 55.9% | epoch: 1 | remaining: 143s    
step 00181 (52.5%) | loss: 3.632887 | lrm: 0.95 | dt: 927ms | tok/sec: 565,701 | mfu: 55.9% | epoch: 1 | remaining: 142s    
step 00182 (52.8%) | loss: 3.624877 | lrm: 0.94 | dt: 927ms | tok/sec: 565,377 | mfu: 55.9% | epoch: 1 | remaining: 141s    
step 00183 (53.1%) | loss: 3.623318 | lrm: 0.94 | dt: 927ms | tok/sec: 565,644 | mfu: 55.9% | epoch: 1 | remaining: 140s    
step 00184 (53.4%) | loss: 3.614451 | lrm: 0.93 | dt: 927ms | tok/sec: 565,466 | mfu: 55.9% | epoch: 1 | remaining: 139s    
step 00185 (53.7%) | loss: 3.613078 | lrm: 0.93 | dt: 927ms | tok/sec: 565,516 | mfu: 55.9% | epoch: 1 | remaining: 138s    
step 00186 (54.0%) | loss: 3.605937 | lrm: 0.92 | dt: 927ms | tok/sec: 565,675 | mfu: 55.9% | epoch: 1 | remaining: 137s    
step 00187 (54.3%) | loss: 3.610188 | lrm: 0.91 | dt: 927ms | tok/sec: 565,557 | mfu: 55.9% | epoch: 1 | remaining: 136s    
step 00188 (54.6%) | loss: 3.609157 | lrm: 0.91 | dt: 927ms | tok/sec: 565,681 | mfu: 55.9% | epoch: 1 | remaining: 135s    
step 00189 (55.0%) | loss: 3.607296 | lrm: 0.90 | dt: 927ms | tok/sec: 565,504 | mfu: 55.9% | epoch: 1 | remaining: 134s    
step 00190 (55.3%) | loss: 3.605743 | lrm: 0.89 | dt: 927ms | tok/sec: 565,570 | mfu: 55.9% | epoch: 1 | remaining: 133s    
step 00191 (55.6%) | loss: 3.597307 | lrm: 0.89 | dt: 927ms | tok/sec: 565,491 | mfu: 55.9% | epoch: 1 | remaining: 132s    
step 00192 (55.9%) | loss: 3.586602 | lrm: 0.88 | dt: 927ms | tok/sec: 565,548 | mfu: 55.9% | epoch: 1 | remaining: 131s    
step 00193 (56.2%) | loss: 3.577639 | lrm: 0.88 | dt: 927ms | tok/sec: 565,444 | mfu: 55.9% | epoch: 1 | remaining: 131s    
step 00194 (56.5%) | loss: 3.579399 | lrm: 0.87 | dt: 927ms | tok/sec: 565,462 | mfu: 55.9% | epoch: 1 | remaining: 130s    
step 00195 (56.8%) | loss: 3.573831 | lrm: 0.86 | dt: 927ms | tok/sec: 565,598 | mfu: 55.9% | epoch: 1 | remaining: 129s    
step 00196 (57.1%) | loss: 3.572684 | lrm: 0.86 | dt: 927ms | tok/sec: 565,487 | mfu: 55.9% | epoch: 1 | remaining: 128s    
step 00197 (57.4%) | loss: 3.566583 | lrm: 0.85 | dt: 927ms | tok/sec: 565,386 | mfu: 55.9% | epoch: 1 | remaining: 127s    
step 00198 (57.7%) | loss: 3.562001 | lrm: 0.85 | dt: 927ms | tok/sec: 565,670 | mfu: 55.9% | epoch: 1 | remaining: 126s    
step 00199 (58.0%) | loss: 3.558179 | lrm: 0.84 | dt: 927ms | tok/sec: 565,759 | mfu: 55.9% | epoch: 1 | remaining: 125s    
step 00200 (58.4%) | loss: 3.553090 | lrm: 0.83 | dt: 927ms | tok/sec: 565,591 | mfu: 55.9% | epoch: 1 | remaining: 124s    
step 00201 (58.7%) | loss: 3.556252 | lrm: 0.83 | dt: 927ms | tok/sec: 565,540 | mfu: 55.9% | epoch: 1 | remaining: 123s    
step 00202 (59.0%) | loss: 3.558068 | lrm: 0.82 | dt: 927ms | tok/sec: 565,451 | mfu: 55.9% | epoch: 1 | remaining: 122s    
step 00203 (59.3%) | loss: 3.560321 | lrm: 0.81 | dt: 927ms | tok/sec: 565,468 | mfu: 55.9% | epoch: 1 | remaining: 121s    
step 00204 (59.6%) | loss: 3.565472 | lrm: 0.81 | dt: 927ms | tok/sec: 565,594 | mfu: 55.9% | epoch: 1 | remaining: 120s    
step 00205 (59.9%) | loss: 3.556271 | lrm: 0.80 | dt: 927ms | tok/sec: 565,325 | mfu: 55.9% | epoch: 1 | remaining: 119s    
step 00206 (60.2%) | loss: 3.549759 | lrm: 0.80 | dt: 927ms | tok/sec: 565,536 | mfu: 55.9% | epoch: 1 | remaining: 118s    
step 00207 (60.5%) | loss: 3.541798 | lrm: 0.79 | dt: 927ms | tok/sec: 565,450 | mfu: 55.9% | epoch: 1 | remaining: 118s    
step 00208 (60.8%) | loss: 3.538709 | lrm: 0.78 | dt: 927ms | tok/sec: 565,441 | mfu: 55.9% | epoch: 1 | remaining: 117s    
step 00209 (61.1%) | loss: 3.534077 | lrm: 0.78 | dt: 927ms | tok/sec: 565,320 | mfu: 55.9% | epoch: 1 | remaining: 116s    
step 00210 (61.4%) | loss: 3.532957 | lrm: 0.77 | dt: 927ms | tok/sec: 565,373 | mfu: 55.9% | epoch: 1 | remaining: 115s    
step 00211 (61.8%) | loss: 3.529381 | lrm: 0.76 | dt: 927ms | tok/sec: 565,519 | mfu: 55.9% | epoch: 1 | remaining: 114s    
step 00212 (62.1%) | loss: 3.526369 | lrm: 0.76 | dt: 927ms | tok/sec: 565,571 | mfu: 55.9% | epoch: 1 | remaining: 113s    
step 00213 (62.4%) | loss: 3.521980 | lrm: 0.75 | dt: 927ms | tok/sec: 565,532 | mfu: 55.9% | epoch: 1 | remaining: 112s    
step 00214 (62.7%) | loss: 3.519371 | lrm: 0.75 | dt: 927ms | tok/sec: 565,373 | mfu: 55.9% | epoch: 1 | remaining: 111s    
step 00215 (63.0%) | loss: 3.515514 | lrm: 0.74 | dt: 927ms | tok/sec: 565,532 | mfu: 55.9% | epoch: 1 | remaining: 110s    
step 00216 (63.3%) | loss: 3.518612 | lrm: 0.73 | dt: 927ms | tok/sec: 565,366 | mfu: 55.9% | epoch: 1 | remaining: 109s    
step 00217 (63.6%) | loss: 3.527218 | lrm: 0.73 | dt: 927ms | tok/sec: 565,413 | mfu: 55.9% | epoch: 1 | remaining: 108s    
step 00218 (63.9%) | loss: 3.523347 | lrm: 0.72 | dt: 927ms | tok/sec: 565,439 | mfu: 55.9% | epoch: 1 | remaining: 107s    
step 00219 (64.2%) | loss: 3.519920 | lrm: 0.72 | dt: 927ms | tok/sec: 565,568 | mfu: 55.9% | epoch: 1 | remaining: 106s    
step 00220 (64.5%) | loss: 3.520127 | lrm: 0.71 | dt: 927ms | tok/sec: 565,573 | mfu: 55.9% | epoch: 1 | remaining: 105s    
step 00221 (64.8%) | loss: 3.500763 | lrm: 0.70 | dt: 927ms | tok/sec: 565,519 | mfu: 55.9% | epoch: 1 | remaining: 105s    
step 00222 (65.2%) | loss: 3.488411 | lrm: 0.70 | dt: 927ms | tok/sec: 565,566 | mfu: 55.9% | epoch: 1 | remaining: 104s    
step 00223 (65.5%) | loss: 3.485133 | lrm: 0.69 | dt: 927ms | tok/sec: 565,419 | mfu: 55.9% | epoch: 1 | remaining: 103s    
step 00224 (65.8%) | loss: 3.492206 | lrm: 0.68 | dt: 927ms | tok/sec: 565,692 | mfu: 55.9% | epoch: 1 | remaining: 102s    
step 00225 (66.1%) | loss: 3.496515 | lrm: 0.68 | dt: 927ms | tok/sec: 565,402 | mfu: 55.9% | epoch: 1 | remaining: 101s    
step 00226 (66.4%) | loss: 3.494344 | lrm: 0.67 | dt: 928ms | tok/sec: 565,197 | mfu: 55.9% | epoch: 1 | remaining: 100s    
step 00227 (66.7%) | loss: 3.497451 | lrm: 0.67 | dt: 927ms | tok/sec: 565,323 | mfu: 55.9% | epoch: 1 | remaining: 99s    
step 00228 (67.0%) | loss: 3.491336 | lrm: 0.66 | dt: 927ms | tok/sec: 565,401 | mfu: 55.9% | epoch: 1 | remaining: 98s    
step 00229 (67.3%) | loss: 3.490341 | lrm: 0.65 | dt: 927ms | tok/sec: 565,409 | mfu: 55.9% | epoch: 1 | remaining: 97s    
step 00230 (67.6%) | loss: 3.488471 | lrm: 0.65 | dt: 928ms | tok/sec: 565,188 | mfu: 55.9% | epoch: 1 | remaining: 96s    
step 00231 (67.9%) | loss: 3.480621 | lrm: 0.64 | dt: 927ms | tok/sec: 565,430 | mfu: 55.9% | epoch: 1 | remaining: 95s    
step 00232 (68.2%) | loss: 3.475150 | lrm: 0.64 | dt: 927ms | tok/sec: 565,424 | mfu: 55.9% | epoch: 1 | remaining: 94s    
step 00233 (68.6%) | loss: 3.487028 | lrm: 0.63 | dt: 927ms | tok/sec: 565,565 | mfu: 55.9% | epoch: 1 | remaining: 93s    
step 00234 (68.9%) | loss: 3.476947 | lrm: 0.62 | dt: 927ms | tok/sec: 565,628 | mfu: 55.9% | epoch: 1 | remaining: 92s    
step 00235 (69.2%) | loss: 3.470353 | lrm: 0.62 | dt: 927ms | tok/sec: 565,315 | mfu: 55.9% | epoch: 1 | remaining: 92s    
step 00236 (69.5%) | loss: 3.477813 | lrm: 0.61 | dt: 927ms | tok/sec: 565,586 | mfu: 55.9% | epoch: 1 | remaining: 91s    
step 00237 (69.8%) | loss: 3.477189 | lrm: 0.60 | dt: 927ms | tok/sec: 565,375 | mfu: 55.9% | epoch: 1 | remaining: 90s    
step 00238 (70.1%) | loss: 3.475835 | lrm: 0.60 | dt: 927ms | tok/sec: 565,575 | mfu: 55.9% | epoch: 1 | remaining: 89s    
step 00239 (70.4%) | loss: 3.470145 | lrm: 0.59 | dt: 927ms | tok/sec: 565,466 | mfu: 55.9% | epoch: 1 | remaining: 88s    
step 00240 (70.7%) | loss: 3.465170 | lrm: 0.59 | dt: 927ms | tok/sec: 565,418 | mfu: 55.9% | epoch: 1 | remaining: 87s    
step 00241 (71.0%) | loss: 3.460576 | lrm: 0.58 | dt: 927ms | tok/sec: 565,599 | mfu: 55.9% | epoch: 1 | remaining: 86s    
step 00242 (71.3%) | loss: 3.461434 | lrm: 0.57 | dt: 928ms | tok/sec: 565,242 | mfu: 55.9% | epoch: 1 | remaining: 85s    
step 00243 (71.6%) | loss: 3.464183 | lrm: 0.57 | dt: 927ms | tok/sec: 565,359 | mfu: 55.9% | epoch: 1 | remaining: 84s    
step 00244 (71.9%) | loss: 3.465807 | lrm: 0.56 | dt: 927ms | tok/sec: 565,318 | mfu: 55.9% | epoch: 1 | remaining: 83s    
step 00245 (72.3%) | loss: 3.465536 | lrm: 0.55 | dt: 927ms | tok/sec: 565,453 | mfu: 55.9% | epoch: 1 | remaining: 82s    
step 00246 (72.6%) | loss: 3.465242 | lrm: 0.55 | dt: 927ms | tok/sec: 565,487 | mfu: 55.9% | epoch: 1 | remaining: 81s    
step 00247 (72.9%) | loss: 3.452038 | lrm: 0.54 | dt: 927ms | tok/sec: 565,484 | mfu: 55.9% | epoch: 1 | remaining: 80s    
step 00248 (73.2%) | loss: 3.452582 | lrm: 0.54 | dt: 927ms | tok/sec: 565,421 | mfu: 55.9% | epoch: 1 | remaining: 80s    
step 00249 (73.5%) | loss: 3.446129 | lrm: 0.53 | dt: 927ms | tok/sec: 565,531 | mfu: 55.9% | epoch: 1 | remaining: 79s    
step 00250 (73.8%) | loss: 3.434573 | lrm: 0.52 | dt: 927ms | tok/sec: 565,340 | mfu: 55.9% | epoch: 1 | remaining: 78s    
step 00251 (74.1%) | loss: 3.420585 | lrm: 0.52 | dt: 927ms | tok/sec: 565,539 | mfu: 55.9% | epoch: 1 | remaining: 77s    
step 00252 (74.4%) | loss: 3.418807 | lrm: 0.51 | dt: 927ms | tok/sec: 565,470 | mfu: 55.9% | epoch: 1 | remaining: 76s    
step 00253 (74.7%) | loss: 3.409410 | lrm: 0.51 | dt: 927ms | tok/sec: 565,321 | mfu: 55.9% | epoch: 1 | remaining: 75s    
step 00254 (75.0%) | loss: 3.398494 | lrm: 0.50 | dt: 927ms | tok/sec: 565,315 | mfu: 55.9% | epoch: 1 | remaining: 74s    
step 00255 (75.3%) | loss: 3.401263 | lrm: 0.49 | dt: 927ms | tok/sec: 565,327 | mfu: 55.9% | epoch: 1 | remaining: 73s    
step 00256 (75.7%) | loss: 3.400618 | lrm: 0.49 | dt: 927ms | tok/sec: 565,352 | mfu: 55.9% | epoch: 1 | remaining: 72s    
step 00257 (76.0%) | loss: 3.397655 | lrm: 0.48 | dt: 927ms | tok/sec: 565,412 | mfu: 55.9% | epoch: 1 | remaining: 71s    
step 00258 (76.3%) | loss: 3.401028 | lrm: 0.47 | dt: 927ms | tok/sec: 565,492 | mfu: 55.9% | epoch: 1 | remaining: 70s    
step 00259 (76.6%) | loss: 3.395900 | lrm: 0.47 | dt: 927ms | tok/sec: 565,475 | mfu: 55.9% | epoch: 1 | remaining: 69s    
step 00260 (76.9%) | loss: 3.398607 | lrm: 0.46 | dt: 928ms | tok/sec: 565,259 | mfu: 55.9% | epoch: 1 | remaining: 68s    
step 00261 (77.2%) | loss: 3.400944 | lrm: 0.46 | dt: 927ms | tok/sec: 565,561 | mfu: 55.9% | epoch: 1 | remaining: 67s    
step 00262 (77.5%) | loss: 3.387067 | lrm: 0.45 | dt: 927ms | tok/sec: 565,539 | mfu: 55.9% | epoch: 1 | remaining: 67s    
step 00263 (77.8%) | loss: 3.386626 | lrm: 0.44 | dt: 927ms | tok/sec: 565,671 | mfu: 55.9% | epoch: 1 | remaining: 66s    
step 00264 (78.1%) | loss: 3.390362 | lrm: 0.44 | dt: 927ms | tok/sec: 565,392 | mfu: 55.9% | epoch: 1 | remaining: 65s    
step 00265 (78.4%) | loss: 3.383779 | lrm: 0.43 | dt: 927ms | tok/sec: 565,430 | mfu: 55.9% | epoch: 1 | remaining: 64s    
step 00266 (78.7%) | loss: 3.387043 | lrm: 0.43 | dt: 927ms | tok/sec: 565,311 | mfu: 55.9% | epoch: 1 | remaining: 63s    
step 00267 (79.1%) | loss: 3.383153 | lrm: 0.42 | dt: 927ms | tok/sec: 565,362 | mfu: 55.9% | epoch: 1 | remaining: 62s    
step 00268 (79.4%) | loss: 3.389979 | lrm: 0.41 | dt: 928ms | tok/sec: 565,184 | mfu: 55.9% | epoch: 1 | remaining: 61s    
step 00269 (79.7%) | loss: 3.383590 | lrm: 0.41 | dt: 927ms | tok/sec: 565,324 | mfu: 55.9% | epoch: 1 | remaining: 60s    
step 00270 (80.0%) | loss: 3.385682 | lrm: 0.40 | dt: 927ms | tok/sec: 565,456 | mfu: 55.9% | epoch: 1 | remaining: 59s    
step 00271 (80.3%) | loss: 3.390567 | lrm: 0.39 | dt: 927ms | tok/sec: 565,427 | mfu: 55.9% | epoch: 1 | remaining: 58s    
step 00272 (80.6%) | loss: 3.386747 | lrm: 0.39 | dt: 927ms | tok/sec: 565,519 | mfu: 55.9% | epoch: 1 | remaining: 57s    
step 00273 (80.9%) | loss: 3.381596 | lrm: 0.38 | dt: 927ms | tok/sec: 565,433 | mfu: 55.9% | epoch: 1 | remaining: 56s    
step 00274 (81.2%) | loss: 3.382162 | lrm: 0.38 | dt: 927ms | tok/sec: 565,494 | mfu: 55.9% | epoch: 1 | remaining: 55s    
step 00275 (81.5%) | loss: 3.382191 | lrm: 0.37 | dt: 927ms | tok/sec: 565,424 | mfu: 55.9% | epoch: 1 | remaining: 54s    
step 00276 (81.8%) | loss: 3.385741 | lrm: 0.36 | dt: 927ms | tok/sec: 565,378 | mfu: 55.9% | epoch: 1 | remaining: 54s    
step 00277 (82.1%) | loss: 3.387416 | lrm: 0.36 | dt: 927ms | tok/sec: 565,455 | mfu: 55.9% | epoch: 1 | remaining: 53s    
step 00278 (82.5%) | loss: 3.383186 | lrm: 0.35 | dt: 927ms | tok/sec: 565,296 | mfu: 55.9% | epoch: 1 | remaining: 52s    
step 00279 (82.8%) | loss: 3.374636 | lrm: 0.34 | dt: 927ms | tok/sec: 565,453 | mfu: 55.9% | epoch: 1 | remaining: 51s    
step 00280 (83.1%) | loss: 3.383789 | lrm: 0.34 | dt: 927ms | tok/sec: 565,538 | mfu: 55.9% | epoch: 1 | remaining: 50s    
step 00281 (83.4%) | loss: 3.391473 | lrm: 0.33 | dt: 927ms | tok/sec: 565,380 | mfu: 55.9% | epoch: 1 | remaining: 49s    
step 00282 (83.7%) | loss: 3.390343 | lrm: 0.33 | dt: 927ms | tok/sec: 565,454 | mfu: 55.9% | epoch: 1 | remaining: 48s    
step 00283 (84.0%) | loss: 3.386861 | lrm: 0.32 | dt: 927ms | tok/sec: 565,339 | mfu: 55.9% | epoch: 1 | remaining: 47s    
step 00284 (84.3%) | loss: 3.380203 | lrm: 0.31 | dt: 927ms | tok/sec: 565,370 | mfu: 55.9% | epoch: 1 | remaining: 46s    
step 00285 (84.6%) | loss: 3.381262 | lrm: 0.31 | dt: 927ms | tok/sec: 565,352 | mfu: 55.9% | epoch: 1 | remaining: 45s    
step 00286 (84.9%) | loss: 3.375454 | lrm: 0.30 | dt: 927ms | tok/sec: 565,424 | mfu: 55.9% | epoch: 1 | remaining: 44s    
step 00287 (85.2%) | loss: 3.370757 | lrm: 0.30 | dt: 927ms | tok/sec: 565,326 | mfu: 55.9% | epoch: 1 | remaining: 43s    
step 00288 (85.5%) | loss: 3.375687 | lrm: 0.29 | dt: 927ms | tok/sec: 565,470 | mfu: 55.9% | epoch: 1 | remaining: 42s    
step 00289 (85.9%) | loss: 3.361430 | lrm: 0.28 | dt: 927ms | tok/sec: 565,376 | mfu: 55.9% | epoch: 1 | remaining: 41s    
step 00290 (86.2%) | loss: 3.375283 | lrm: 0.28 | dt: 928ms | tok/sec: 565,227 | mfu: 55.9% | epoch: 1 | remaining: 41s    
step 00291 (86.5%) | loss: 3.364041 | lrm: 0.27 | dt: 928ms | tok/sec: 565,165 | mfu: 55.9% | epoch: 1 | remaining: 40s    
step 00292 (86.8%) | loss: 3.357132 | lrm: 0.26 | dt: 927ms | tok/sec: 565,442 | mfu: 55.9% | epoch: 1 | remaining: 39s    
step 00293 (87.1%) | loss: 3.341933 | lrm: 0.26 | dt: 927ms | tok/sec: 565,345 | mfu: 55.9% | epoch: 1 | remaining: 38s    
step 00294 (87.4%) | loss: 3.343032 | lrm: 0.25 | dt: 927ms | tok/sec: 565,421 | mfu: 55.9% | epoch: 1 | remaining: 37s    
step 00295 (87.7%) | loss: 3.352336 | lrm: 0.25 | dt: 927ms | tok/sec: 565,406 | mfu: 55.9% | epoch: 1 | remaining: 36s    
step 00296 (88.0%) | loss: 3.352834 | lrm: 0.24 | dt: 927ms | tok/sec: 565,483 | mfu: 55.9% | epoch: 1 | remaining: 35s    
step 00297 (88.3%) | loss: 3.356607 | lrm: 0.23 | dt: 927ms | tok/sec: 565,351 | mfu: 55.9% | epoch: 1 | remaining: 34s    
step 00298 (88.6%) | loss: 3.360584 | lrm: 0.23 | dt: 927ms | tok/sec: 565,327 | mfu: 55.9% | epoch: 1 | remaining: 33s    
step 00299 (89.0%) | loss: 3.356548 | lrm: 0.22 | dt: 927ms | tok/sec: 565,377 | mfu: 55.9% | epoch: 1 | remaining: 32s    
step 00300 (89.3%) | loss: 3.342105 | lrm: 0.21 | dt: 927ms | tok/sec: 565,358 | mfu: 55.9% | epoch: 1 | remaining: 31s    
step 00301 (89.6%) | loss: 3.345266 | lrm: 0.21 | dt: 928ms | tok/sec: 565,199 | mfu: 55.9% | epoch: 1 | remaining: 30s    
step 00302 (89.9%) | loss: 3.347940 | lrm: 0.20 | dt: 927ms | tok/sec: 565,292 | mfu: 55.9% | epoch: 1 | remaining: 29s    
step 00303 (90.2%) | loss: 3.346260 | lrm: 0.20 | dt: 927ms | tok/sec: 565,356 | mfu: 55.9% | epoch: 1 | remaining: 29s    
step 00304 (90.5%) | loss: 3.348063 | lrm: 0.19 | dt: 927ms | tok/sec: 565,396 | mfu: 55.9% | epoch: 1 | remaining: 28s    
step 00305 (90.8%) | loss: 3.346870 | lrm: 0.18 | dt: 927ms | tok/sec: 565,410 | mfu: 55.9% | epoch: 1 | remaining: 27s    
step 00306 (91.1%) | loss: 3.339672 | lrm: 0.18 | dt: 927ms | tok/sec: 565,367 | mfu: 55.9% | epoch: 1 | remaining: 26s    
step 00307 (91.4%) | loss: 3.333545 | lrm: 0.17 | dt: 927ms | tok/sec: 565,423 | mfu: 55.9% | epoch: 1 | remaining: 25s    
step 00308 (91.7%) | loss: 3.334569 | lrm: 0.17 | dt: 927ms | tok/sec: 565,314 | mfu: 55.9% | epoch: 1 | remaining: 24s    
step 00309 (92.0%) | loss: 3.342103 | lrm: 0.16 | dt: 927ms | tok/sec: 565,443 | mfu: 55.9% | epoch: 1 | remaining: 23s    
step 00310 (92.4%) | loss: 3.342368 | lrm: 0.15 | dt: 928ms | tok/sec: 565,128 | mfu: 55.9% | epoch: 1 | remaining: 22s    
step 00311 (92.7%) | loss: 3.339286 | lrm: 0.15 | dt: 928ms | tok/sec: 565,188 | mfu: 55.9% | epoch: 1 | remaining: 21s    
step 00312 (93.0%) | loss: 3.336934 | lrm: 0.14 | dt: 927ms | tok/sec: 565,289 | mfu: 55.9% | epoch: 1 | remaining: 20s    
step 00313 (93.3%) | loss: 3.333371 | lrm: 0.13 | dt: 927ms | tok/sec: 565,327 | mfu: 55.9% | epoch: 1 | remaining: 19s    
step 00314 (93.6%) | loss: 3.329247 | lrm: 0.13 | dt: 927ms | tok/sec: 565,275 | mfu: 55.9% | epoch: 1 | remaining: 18s    
step 00315 (93.9%) | loss: 3.337893 | lrm: 0.12 | dt: 927ms | tok/sec: 565,344 | mfu: 55.9% | epoch: 1 | remaining: 17s    
step 00316 (94.2%) | loss: 3.331740 | lrm: 0.12 | dt: 927ms | tok/sec: 565,447 | mfu: 55.9% | epoch: 1 | remaining: 16s    
step 00317 (94.5%) | loss: 3.332288 | lrm: 0.11 | dt: 927ms | tok/sec: 565,404 | mfu: 55.9% | epoch: 1 | remaining: 16s    
step 00318 (94.8%) | loss: 3.325889 | lrm: 0.10 | dt: 927ms | tok/sec: 565,502 | mfu: 55.9% | epoch: 1 | remaining: 15s    
step 00319 (95.1%) | loss: 3.325084 | lrm: 0.10 | dt: 927ms | tok/sec: 565,419 | mfu: 55.9% | epoch: 1 | remaining: 14s    
step 00320 (95.4%) | loss: 3.329886 | lrm: 0.09 | dt: 927ms | tok/sec: 565,325 | mfu: 55.9% | epoch: 1 | remaining: 13s    
step 00321 (95.8%) | loss: 3.321666 | lrm: 0.08 | dt: 927ms | tok/sec: 565,312 | mfu: 55.9% | epoch: 1 | remaining: 12s    
step 00322 (96.1%) | loss: 3.311938 | lrm: 0.08 | dt: 927ms | tok/sec: 565,380 | mfu: 55.9% | epoch: 1 | remaining: 11s    
step 00323 (96.4%) | loss: 3.310114 | lrm: 0.07 | dt: 927ms | tok/sec: 565,451 | mfu: 55.9% | epoch: 1 | remaining: 10s    
step 00324 (96.7%) | loss: 3.308771 | lrm: 0.07 | dt: 927ms | tok/sec: 565,285 | mfu: 55.9% | epoch: 1 | remaining: 9s    
step 00325 (97.0%) | loss: 3.314334 | lrm: 0.06 | dt: 927ms | tok/sec: 565,343 | mfu: 55.9% | epoch: 1 | remaining: 8s    
step 00326 (97.3%) | loss: 3.311395 | lrm: 0.05 | dt: 928ms | tok/sec: 565,140 | mfu: 55.9% | epoch: 1 | remaining: 7s    
step 00327 (97.6%) | loss: 3.303751 | lrm: 0.05 | dt: 927ms | tok/sec: 565,286 | mfu: 55.9% | epoch: 1 | remaining: 6s    
step 00328 (97.9%) | loss: 3.298930 | lrm: 0.04 | dt: 928ms | tok/sec: 565,245 | mfu: 55.9% | epoch: 1 | remaining: 5s    
step 00329 (98.2%) | loss: 3.300297 | lrm: 0.04 | dt: 927ms | tok/sec: 565,348 | mfu: 55.9% | epoch: 1 | remaining: 4s    
step 00330 (98.5%) | loss: 3.295679 | lrm: 0.03 | dt: 927ms | tok/sec: 565,346 | mfu: 55.9% | epoch: 1 | remaining: 3s    
step 00331 (98.8%) | loss: 3.300654 | lrm: 0.02 | dt: 927ms | tok/sec: 565,399 | mfu: 55.9% | epoch: 1 | remaining: 3s    
step 00332 (99.2%) | loss: 3.303091 | lrm: 0.02 | dt: 927ms | tok/sec: 565,291 | mfu: 55.9% | epoch: 1 | remaining: 2s    
step 00333 (99.5%) | loss: 3.305734 | lrm: 0.01 | dt: 927ms | tok/sec: 565,349 | mfu: 55.9% | epoch: 1 | remaining: 1s    
step 00334 (99.8%) | loss: 3.317763 | lrm: 0.00 | dt: 928ms | tok/sec: 565,133 | mfu: 55.9% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.174875
training_seconds: 300.2
total_seconds:    350.4
peak_vram_mb:     5239.8
mfu_percent:      56.11
total_tokens_M:   175.6
num_steps:        335
num_params_M:     16.8
depth:            8
checkpoint:       /home/ec2-user/gpu-work/autoresearch/checkpoints/model.pt
